28;28;1;0;Coop City Rifflyhof Bern;Aabergergasse 53;3001;Bern;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2192/coop-city-city-ryfflihof.html;;46.9495861;7.4418716;0
29;29;1;0;9months;Hopfenweg 40;3007;Bern;1;;;;http://www.9months.ch/;;46.9408184;7.4287401;0
30;30;1;0;9punkt9 GmbH;Effingerstrasse 4;3011;Bern;1;;;;http://www.9punkt9.ch/;;46.9459825;7.436925;0
31;31;1;0;Changemaker;Spitalgasse 38;3011;Bern;1;;;;https://www.changemaker.ch/;;46.9481613;7.4415252;0
32;32;1;0;Coop City Marktgasse Bern;Marktgasse 24;3011;Bern;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2503/coop-city-city-marktgasse.html;;46.9482168;7.4460414;0
33;33;1;0;erfolg shop Bern;Gerechtigkeitsgasse 53;3011;Bern;1;;;;http://www.erfolg-label.ch/;;46.9480416;7.4535149;0
34;34;1;0;ideale;Kramgasse 9 (Keller);3011;Bern;1;;;;http://www.ideale.biz/;;46.9478709;7.4517284;0
35;35;1;0;Roots Fashion;Marktgasse 37;3011;Bern;1;;;;https://www.roots-fashion.ch/;;46.9478302;7.4452972;0
36;36;1;0;UNICA Bern;Spitalgasse 4;3011;Bern;1;;;;https://www.claro.ch/de/corporate/ueber-claro/unica-die-modemarke;;46.9483207;7.4430761;0
37;37;1;0;Nordring Fair Fashion;Lorrainestrasse 4;3013;Bern;1;;;;https://shop.fairbrands.ch/de/catalogues.php;;46.9549634;7.4455585;0
38;38;1;0;im Réduit;Bernstrasse 14;3086;Zimmerwald;1;;;;https://www.imreduit.ch/;;46.8820214;7.4734521;0
39;39;1;0;Changemaker;Obere Hauptgasse;3600;Thun;1;;;;https://www.changemaker.ch/;;46.7588813;7.6300172;0
40;40;1;0;Coop City Kyburg Thun;Schwäbisgasse 1;3600;Thun;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/1090/coop-supermarkt-city-thun-kyburg-food.html;;46.7605369;7.6270566;0
41;41;1;0;Ladybird Fashion;Mariengasse 4;3900;Brig;1;;;;http://ladybirdfashion.ch/;;46.3160517;7.9891866;0
42;42;1;0;Rosa und Kasimir;Sennereigasse;3900;Brig;1;;;;https://www.rosaundkasimir.ch/;;46.3157;7.98941;0
43;43;1;0;ANNA K. First and Secondhand Shop;Rümelinsplatz 15;4001;Basel;1;;;;http://www.anna-k.ch/de;;47.5567252;7.5872256;0
44;44;1;0;Coop City Am Marktplatz Basel;Gerberstrasse 4;4001;Basel;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2498/coop-city-city-am-marktplatz.html;;47.5574201;7.5877685;0
45;45;1;0;sahara Fairtrade;Gerbegässli 30;4001;Basel;1;;;;http://www.sahara-basel.ch/;;47.5565738;7.5883694;0
46;46;1;0;Cangemaker;Marktgasse 16;4051;Basel;1;;;;https://www.changemaker.ch/;;47.5588364;7.5869809;0
47;47;1;0;Coop City Pfauen Basel;Freie Strasse 75;4051;Basel;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2190/coop-city-city-basel-pfauen.html;;47.5556296;7.5908738;0
48;48;1;0;erfolg shop Basel;Spalenberg 36;4051;Basel;1;;;;http://www.erfolg-label.ch/;;47.5569501;7.5857216;0
49;49;1;0;OEKOLADEN Theaterpassage;Theaterstrasse 7;4051;Basel;1;;;;http://www.oekoladen.ch/;;47.5535699;7.5903967;0
50;50;1;0;UNICA Basel;Marktgasse 3 ;4051;Basel;1;;;;https://www.claro.ch/de/corporate/ueber-claro/unica-die-modemarke;;47.5596751;7.5878007;0
51;51;1;0;CHEMISERIE+;Klybeckstrasse 50;4057;Basel;1;;;;http://www.chemiserieplus.ch/tablet/index.html;;47.5652007;7.5915014;0
52;52;1;0;Ahoi Ahoi;Riehentorstrasse 14;4058;Basel;1;;;;https://ahoiahoi.allyou.net/;;47.5591499;7.5959236;0
53;53;1;0;ANNA K. First and Secondhand Fashion;Hauptstrasse 56;4102;Binningen;1;;;;http://www.anna-k.ch/de;;47.5409937;7.573581;0
54;54;1;0;ANNA K. First and Secondhand Fashion;Rössligasse 18;4125;Riehen;1;;;;http://www.anna-k.ch/de;;47.5854686;7.6512595;0
55;55;1;0;ANNA K. First and Secondhand Fashion;Bruggweg 10;4143;Dornach;1;;;;http://www.anna-k.ch/de;;47.4878949;7.6093089;0
56;56;1;0;Schöni Sache Atelier, Shop, BnB;Hauptstrasse 43;4422;Arisdorf;1;;;;http://www.schoeni-sache.ch/;;47.5127136;7.7654671;0
57;57;1;0;Coop City Olten;Baslerstrasse 10;4600;Olten;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2198/coop-city-city-olten.html;;47.3505119;7.9028552;0
58;58;1;0;Spycher Handwerk AG;Bäch 4;4953;Huttwil;1;;;;https://www.spycher-handwerk.ch/;;47.1120913;7.828709;0
59;59;1;0;Coop City Aarau;Igelweid 17;5000;Aarau;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2189/coop-city-city-aarau.html;;47.3917031;8.0461341;0
60;60;1;0;Neisna;Hauptstrasse 116;5064;Wittnau;1;;;;https://neisna.swiss/;;47.4762117;7.9685859;0
61;61;1;0;SCHUHHALT;Untere Halde 13;5400;Baden;1;;;;http://www.schuhhalt.ch/;;47.4722767;8.3097603;0
62;62;1;0;Villa Paul;Theaterplatz 8a;5400;Baden;1;;;;http://www.villapaul.ch/;;47.4744189;8.308807;0
63;63;1;0;Walk-in Closet Kleidertauschbörse;Schmiedestrasse 12;5400;Baden;1;;;;http://www.walkincloset.ch/;;47.4811877;8.3003247;0
64;64;1;0;Coop City Baden;Bahnhofstrasse 28;5401;Baden;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2523/coop-city-city-baden.html;;47.4757746;8.307921;0
65;65;1;0;Coop City Luzern;Rössligasse 18-20;6000;Luzern;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2528/coop-city-city-luzern.html;;47.0521806;8.3039835;0
66;66;1;0;9months;Franziskanerplatz 10;6003;Luzern;1;;;;http://www.9months.ch/;;47.0497311;8.3028194;0
67;67;1;0;Colora;Pilatusstrasse 34;6003;Luzern;1;;;;https://colora.ch/home/;;47.0482296;8.3044029;0
68;68;1;0;Changemaker;Kramgasse 9 ;6004;Luzern;1;;;;https://www.changemaker.ch/;;47.0518108;8.3037742;0
69;69;1;0;erfolg shop Luzern;Hofstrasse 1;6004;Luzern;1;;;;http://www.erfolg-label.ch/;;47.0559956;8.3106731;0
70;70;1;0;glore Luzern;Löwengraben 12;6004;Luzern;1;;;;http://www.glore.ch/;;47.0529088;8.3048975;0
71;71;1;0;Coop City Kriens;Ringstrasse 19;6010;Kriens;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2853/coop-city-city-kriens-pilatusmarkt.html;;47.018045;8.2985079;0
72;72;1;0;Coop City Zug;Bundesplatz 11;6304;Zug;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2531/coop-city-city-zug.html;;47.1714458;8.5146819;0
73;73;1;0;3SIXTY;Dorfplatz 6;6370;Stans;1;;;;http://www.3sixty.ch/;;46.9569196;8.366559;0
74;74;1;0;3SIXTY;Reichsstrasse 4;6430;Schwyz;1;;;;http://www.3sixty.ch/;;47.0210052;8.6545006;0
75;75;1;0;NTS New Trend Shop;Via alla Cervia;6500;Bellinzona;1;;;;http://www.ntssportshop.ch/;;46.1897776;9.023496;0
76;76;1;0;Coop City Lugano;Via Nassa 22;6900;Lugano;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2648/coop-city-city-lugano.html;;46.0028316;8.9497263;0
77;77;1;0;Blenda 2 - Vintage Shop;Stüssihofstatt 7;8001;Zürich;1;;;;http://www.blenda.ch/;;47.3727518;8.5440785;0
78;78;1;0;Changemaker;Marktgasse 10 ;8001;Zürich;1;;;;https://www.changemaker.ch/;;47.3717907;8.5435518;0
79;79;1;0;CIRCLE - The Sustainable Shop;Brunngasse 3;8001;Zürich;1;;;;http://www.circleshop.net/;;47.3732369;8.5441547;0
80;80;1;0;Coop City St. Annahof;Bahnhofstrasse 57;8001;Zürich;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2194/coop-city-city-zuerich-st--annahof.html;;47.372882;8.5380642;0
81;81;1;0;Helvetas Boutique;Weinbergstrasse 24;8001;Zürich;1;;;;https://www.helvetas.ch/de/;;47.3787919;8.5445116;0
82;82;1;0;Marktlücke;Schipfe 24;8001;Zürich;1;;;;http://www.markt-luecke.ch/;;47.3736803;8.5418859;0
83;83;1;0;NUBUC;Mühlegasse 12;8001;Zürich;1;;;;https://www.nubuc.ch/;;47.3741744;8.5439358;0
84;84;1;0;rrrevolve eco concept store;Stüssihofstatt 7;8001;Zürich;1;;;;https://rrrevolve.ch/;;47.3727518;8.5440785;0
85;85;1;0;rrrevolve fair fashion;Niederdorfstrasse 17;8001;Zürich;1;;;;https://rrrevolve.ch/;;47.3736047;8.5435827;0
86;86;1;0;SNE;Spiegelgasse 27;8001;Zürich;1;;;;http://sne.ch/;;47.3722274;8.545299;0
87;87;1;0;Kleihd Mode-Leih-Boutique;Idastrasse 28;8003;Zürich;1;;;;https://www.kleihd.ch/;;47.3732399;8.5152618;0
88;88;1;0;FREITAG Store Grüngasse;Grüngasse 21;8004;Zürich;1;;;;https://www.freitag.ch/de/store/freitag-store-gruengasse;;47.3734571;8.5247339;0
89;89;1;0;saus&braus;Ankerstrasse 14;8004;Zürich;1;;;;https://www.sausbraus.ch/;;47.3729217;8.5242728;0
90;90;1;0;erfolg shop Zürich;Viaduktstrasse 45;8005;Zürich;1;;;;http://www.erfolg-label.ch/;;47.3868817;8.5238997;0
91;91;1;0;FREITAG Flagship Store Zürich;Geroldstrasse 23;8005;Zürich;1;;;;https://www.freitag.ch/de/store/freitag-flagship-store-zuerich;;47.3856691;8.5194644;0
92;92;1;0;Melvins;Josefstrasse 26;8005;Zürich;1;;;;http://www.melvins.ch/;;47.3810802;8.5338154;0
93;93;1;0;Nudie Jeans Co.;Im Viadukt 27;8005;Zürich;1;;;;https://www.nudiejeans.com/de/stores/nudie-jeans-repair-shop-zurich;;47.3872256;8.5249393;0
94;94;1;0;SANIKAI - Ethical Vegan Clothing;Geroldstrasse 23;8005;Zürich;1;;;;http://sanikai.com/;;47.3856087;8.521158;0
95;95;1;0;Atelier Santer;Hotzestrasse 11;8006;Zürich;1;;;;http://www.nicolesanter.ch/;;47.389896;8.5418599;0
96;96;1;0;9months;Seefeldstrasse 175;8008;Zürich;1;;;;http://www.9months.ch/;;47.3550526;8.5573082;0
97;97;1;0;UNICA Zürich;Seefeldstrasse 7;8008;Zürich;1;;;;https://www.claro.ch/de/corporate/ueber-claro/unica-die-modemarke;;47.3649453;8.5484696;0
98;98;1;0;Coop City Bellevue Zürich;Theaterstrasse 18;8024;Zürich;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2624/coop-city-city-zuerich-bellevue.html;;47.367271;8.5461079;0
99;99;1;0;Newcomers;Asylstrasse 79;8032;Zürich;1;;;;https://www.newcomers.ch/;;47.3669106;8.5616024;0
100;100;1;0;Coop City Sihlcity;Kalanderplatz 1;8045;Zürich;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2492/coop-city-city-zuerich-sihlcity.html;;47.3580964;8.5232946;0
101;101;1;0;Canto Verde;Limmattalstrasse 178;8049;Zürich;1;;;;https://cantoverde8049.wordpress.com/;;47.4021513;8.4995635;0
102;102;1;0;Coop City Oerlikon Zürich;Wallisellenstrasse 1;8050;Zürich;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2618/coop-city-city-oerlikon.html;;47.4103791;8.5466882;0
103;103;1;0;Changemaker;Vordergasse 55;8200;Schaffhausen;1;;;;https://www.changemaker.ch/;;47.6961079;8.6354303;0
104;104;1;0;claro Weltladen Schaffhausen;Webergasse 45;8200;Schaffhausen;1;;;;http://claro-schaffhausen.ch/;;47.6983328;8.6347809;0
105;105;1;0;Eselfell;Webergasse 11;8200;Schaffhausen;1;;;;https://shop.eselfell.com/;;47.6982357;8.6363508;0
106;106;1;0;Coop City Schaffhausen;Vordergasse 69;8201;Schaffhausen;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2598/coop-city-city-schaffhausen.html;;47.6962368;8.6346374;0
107;107;1;0;APU KUNTUR Store;Steinberggasse 9;8400;Winterthur;1;;;;http://www.apukuntur.com/;;47.4982147;8.7299459;0
108;108;1;0;Changemaker;Obertor 33;8400;Winterthur;1;;;;https://www.changemaker.ch/;;47.4998389;8.7316007;0
109;109;1;0;Coop City Winterthur;Bahnhofplatz 1-4;8400;Winterthur;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2609/coop-city-city-winterthur.html;;47.499277;8.723251;0
110;110;1;0;Jeanslife ;Holderplatz 1;8400;Winterthur;1;;;;http://jeanslife.ch/;;47.4981435;8.7306875;0
111;111;1;0;Monika Schneiter Store;Tösstalstrasse 16;8400;Winterthur;1;;;;https://www.monika-schneiter.ch/;;47.4980833;8.7320531;0
112;112;1;0;UNICA Winterthur;Metzggasse 12;8400;Winterthur;1;;;;https://www.claro.ch/de/corporate/ueber-claro/unica-die-modemarke;;47.4987673;8.7279816;0
113;113;1;0;biosfair;Bahnhofstrasse 4;8570;Weinfelden;1;;;;http://biosfair.ch/;;47.5660355;9.1076158;0
114;114;1;0;Coop City Volkiland Volketswil;Industriestrasse 1;8604;Volketswil;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2197/coop-city-city-volkiland.html;;47.3824464;8.667684;0
115;115;1;0;auras fair & style est.2009;Dorfstrasse 35;8805;Richterswil;1;;;;http://www.auras.tv/;;47.2072944;8.7053091;0
116;116;1;0;VIARTBD-BOUTIQUE;Buebenaustrasse 14;8954;Geroldswil;1;;;;http://www.viartbd-boutique.com/de/;;47.4221077;8.4055962;0
117;117;1;0;Coop City St. Gallen;Am Bohl 6;9004;St. Gallen;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2589/coop-city-city-st--gallen.html;;47.4261762;9.3768385;0
118;118;1;0;Coop City Will;Obere Bahnhofstrasse 32/4;9500;Will;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2592/coop-city-city-wil.html;;47.4652902;9.0448698;0
